0,training,EN,16,0.1166,,0.1165375
0,training,EN,15,0.1166,,
0,training,EN,14,0.1166,,
0,training,EN,13,0.1166,,
0,training,EN,12,0.1166,,
0,training,EN,11,0.1166,,
0,training,EN,10,0.1166,,
0,training,EN,9,0.1166,,
0,training,EN,8,0.1166,,
0,training,EN,7,0.1146,,
0,training,EN,6,0.1148,,
0,training,EN,5,0.113,,
0,training,EN,4,0.13,,
0,training,EN,3,0.1148,,
0,training,EN,2,0.1088,,
0,training,EN,1,0.1192,,
0,training,ME,1,0.1088,,0.113247059
0,training,ME,2,0.1076,,
0,training,ME,3,0.1086,,
0,training,ME,4,0.1148,,
0,training,ME,5,0.115,,
0,training,ME,6,0.116,,
0,training,ME,7,0.116,,
0,training,ME,8,0.116,,
0,training,ME,9,0.1136,,
0,training,ME,10,0.1136,,
0,training,ME,11,0.1136,,
0,training,ME,12,0.1136,,
0,training,ME,13,0.1136,,
0,training,ME,14,0.1136,,
0,training,ME,15,0.1136,,
0,training,ME,15,0.1136,,
0,training,ME,16,0.1136,,
0,training,GI,16,0.124,,0.1242375
0,training,GI,15,0.124,,
0,training,GI,14,0.124,,
0,training,GI,13,0.124,,
0,training,GI,12,0.124,,
0,training,GI,11,0.124,,
0,training,GI,10,0.1314,,
0,training,GI,9,0.1296,,
0,training,GI,8,0.121,,
0,training,GI,7,0.1238,,
0,training,GI,6,0.1224,,
0,training,GI,5,0.1276,,
0,training,GI,4,0.1304,,
0,training,GI,3,0.1192,,
0,training,GI,2,0.1192,,
0,training,GI,1,0.1192,,
0,test,GI,1,0.1248,,0.1309625
0,test,GI,2,0.1248,,
0,test,GI,3,0.1244,,
0,test,GI,4,0.1398,,
0,test,GI,5,0.1354,,
0,test,GI,6,0.127,,
0,test,GI,7,0.128,,
0,test,GI,8,0.1286,,
0,test,GI,9,0.1386,,
0,test,GI,10,0.1368,,
0,test,GI,11,0.1312,,
0,test,GI,12,0.1312,,
0,test,GI,13,0.1312,,
0,test,GI,14,0.1312,,
0,test,GI,15,0.1312,,
0,test,GI,16,0.1312,,
0,test,ME,16,0.1218,,0.121175
0,test,ME,15,0.1218,,
0,test,ME,14,0.1218,,
0,test,ME,13,0.1218,,
0,test,ME,12,0.1218,,
0,test,ME,11,0.1218,,
0,test,ME,10,0.1218,,
0,test,ME,9,0.1218,,
0,test,ME,8,0.1236,,
0,test,ME,7,0.1238,,
0,test,ME,6,0.1236,,
0,test,ME,5,0.1232,,
0,test,ME,4,0.123,,
0,test,ME,3,0.1156,,
0,test,ME,2,0.115,,
0,test,ME,1,0.1166,,
0,test,EN,1,0.1248,,0.1256125
0,test,EN,2,0.1166,,
0,test,EN,3,0.1206,,
0,test,EN,4,0.1384,,
0,test,EN,5,0.1242,,
0,test,EN,6,0.1224,,
0,test,EN,7,0.1234,,
0,test,EN,8,0.1266,,
0,test,EN,9,0.1266,,
0,test,EN,10,0.1266,,
0,test,EN,11,0.1266,,
0,test,EN,12,0.1266,,
0,test,EN,13,0.1266,,
0,test,EN,14,0.1266,,
0,test,EN,15,0.1266,,
0,test,EN,16,0.1266,,0,test,EN,16,0.1266
0,test,EN,16,0.1266
0,test,EN,16,0.1266
0,test,EN,16,0.1266
